path,title,bytes,MB,top,is_archive,category,generated_marker,out_md_links,in_md_links,component,component_size
standard-model-of-code/docs/research/gemini/docs/20260123_055110_perform_a_comprehensive_health_check_on_the_curren.md,Research: Perform a comprehensive health check on the current state of PROJECT_elements development:,9587,0.009587,standard-model-of-code,False,doc,False,0,0,167,1
standard-model-of-code/docs/research/gemini/docs/20260123_055620_given_the_existing_bare_architecture_in__agent_spe.md,Research: Given the existing BARE architecture in .agent/specs/BACKGROUND_AUTO_REFINEMENT_ENGINE.md and the sp...,6307,0.006307,standard-model-of-code,False,doc,False,0,0,531,1
standard-model-of-code/docs/research/gemini/docs/20260123_060650_honest_opinion__evaluate_naming_analogies_for_proj.md,Research: HONEST OPINION: Evaluate naming analogies for PROJECT_elements architecture.,10168,0.010168,standard-model-of-code,False,doc,False,0,0,251,1
standard-model-of-code/docs/research/gemini/docs/20260123_062700_based_on_agentknowledgedump_md__what_is_the_curren.md,"Research: Based on AGENTKNOWLEDGEDUMP.md, what is the current developmental phase and what are the immediate n...",4921,0.004921,standard-model-of-code,False,doc,False,0,0,532,1
standard-model-of-code/docs/research/gemini/docs/20260123_063123_why_doesn_t_our_bare_system_automatically_boost_ta.md,Research: Why doesn't our BARE system automatically boost task confidence? Looking at TASK-120 (Autonomous Con...,7470,0.00747,standard-model-of-code,False,doc,False,0,0,465,1
standard-model-of-code/docs/research/gemini/docs/20260123_063828_compare_these_two_task_registry_systems_and_create.md,"Research: Compare these two task registry systems and create Mermaid diagrams showing their structure, relatio...",9542,0.009542,standard-model-of-code,False,doc,False,0,0,174,1
standard-model-of-code/docs/research/gemini/docs/20260123_064244_based_on_the_perplexity_research_saved_to_standard.md,Research: Based on the Perplexity research saved to standard-model-of-code/docs/research/perplexity/ about Reg...,13249,0.013249,standard-model-of-code,False,doc,False,0,0,98,1
standard-model-of-code/docs/research/gemini/docs/20260123_065122_given_the_existing__agent__infrastructure_in_proje.md,"Research: Given the existing .agent/ infrastructure in PROJECT_elements, critically evaluate the proposed Meta...",9208,0.009208,standard-model-of-code,False,doc,False,0,0,572,1
standard-model-of-code/docs/research/gemini/docs/20260123_065929_audit_for_cutting__analyze_the_current__agent__inf.md,Research: AUDIT FOR CUTTING: Analyze the current .agent/ infrastructure and identify:,7624,0.007624,standard-model-of-code,False,doc,False,0,0,204,1
standard-model-of-code/docs/research/gemini/docs/20260123_070110_given_the_cutting_audit_results__propose_the_minim.md,"Research: Given the CUTTING audit results, propose the MINIMAL VIABLE META-REGISTRY. Requirements:",2832,0.002832,standard-model-of-code,False,doc,False,0,0,732,1
standard-model-of-code/docs/research/gemini/docs/20260123_070244_based_on_the_current_state_of_project_elements__re.md,"Research: Based on the current state of PROJECT_elements, recommend the optimal CONSOLIDATION AND REPO ALIGNME...",8824,0.008824,standard-model-of-code,False,doc,False,0,0,510,1
standard-model-of-code/docs/research/gemini/docs/20260123_071446_review_the_cutting_plan_md_at__agent_specs_cutting.md,Research: Review the CUTTING_PLAN.md at .agent/specs/CUTTING_PLAN.md and ALIGN it with:,7481,0.007481,standard-model-of-code,False,doc,False,0,0,110,1
standard-model-of-code/docs/research/gemini/docs/20260123_072748_agent_handoff_test__assume_you_are_a_new_agent_arr.md,Research: AGENT HANDOFF TEST: Assume you are a NEW AGENT arriving at PROJECT_elements for the first time. You ...,8028,0.008028,standard-model-of-code,False,doc,False,0,0,739,1
standard-model-of-code/docs/research/gemini/docs/20260123_074615_find_in_our_context_management_layer_all_existing.md,"Research: Find in our context-management layer ALL existing workflows, tools, and context infrastructure that ...",11696,0.011696,standard-model-of-code,False,doc,False,0,0,406,1
standard-model-of-code/docs/research/gemini/docs/20260123_080638_where_should_handoff_documents_be_saved___a_handof.md,Research: WHERE SHOULD HANDOFF DOCUMENTS BE SAVED?,6162,0.006162,standard-model-of-code,False,doc,False,0,0,692,1
standard-model-of-code/docs/research/gemini/docs/20260123_080919_honest_evaluation__is_the_run_record_handoff_syste.md,Research: HONEST EVALUATION: Is the RUN record handoff system COMPLICATING or SIMPLIFYING things?,8317,0.008317,standard-model-of-code,False,doc,False,0,0,255,1
standard-model-of-code/docs/research/gemini/docs/20260123_081157_confidence_boost_analysis_for_these_opportunities.md,"Research: CONFIDENCE BOOST ANALYSIS for these opportunities. For each one, provide 4D scores (Factual, Alignme...",9746,0.009746,standard-model-of-code,False,doc,False,0,0,72,1
standard-model-of-code/docs/research/gemini/docs/20260123_081924_validate_the__agent_registry__task_system__check.md,"Research: Validate the .agent/registry/ task system. Check: 1) Are all tools (import_legacy_tasks.py, boost_co...",6404,0.006404,standard-model-of-code,False,doc,False,0,0,575,1
standard-model-of-code/docs/research/gemini/docs/20260123_082205_audit_the_new_import_legacy_tasks_py_tool_at__agen.md,Research: Audit the new import_legacy_tasks.py tool at .agent/tools/. Check: 1) Does it follow the existing to...,1620,0.00162,standard-model-of-code,False,doc,False,0,0,539,1
standard-model-of-code/docs/research/gemini/docs/20260123_082639_audit_the_current_state_of__agent__directory__what.md,Research: Audit the current state of .agent/ directory. What files are essential vs redundant? What consolidat...,7072,0.007072,standard-model-of-code,False,doc,False,0,0,606,1
standard-model-of-code/docs/research/gemini/docs/20260123_083756_enrichment_round__review_the_refinerynode_schema_a.md,Research: ENRICHMENT ROUND: Review the RefineryNode schema at .agent/schema/refinery_node.schema.yaml.,11258,0.011258,standard-model-of-code,False,doc,False,0,0,632,1
standard-model-of-code/docs/research/gemini/docs/20260123_084011_challenge_round__critically_evaluate_sprint_002__c.md,Research: CHALLENGE ROUND: Critically evaluate SPRINT-002 (Context Refinery Foundation) at .agent/sprints/SPRI...,9383,0.009383,standard-model-of-code,False,doc,False,0,0,62,1
standard-model-of-code/docs/research/gemini/docs/20260123_084025_current_status_check__what_are_the_open_concerns.md,"Research: Current status check: What are the open concerns, pending tasks, and immediate priorities in the .ag...",6914,0.006914,standard-model-of-code,False,doc,False,0,0,605,1
standard-model-of-code/docs/research/gemini/docs/20260123_084726_what_is_the_default_model_configured__reply_in_one.md,Research: What is the default model configured? Reply in one line.,639,0.000639,standard-model-of-code,False,doc,False,0,0,141,1
standard-model-of-code/docs/research/gemini/docs/20260123_085448_validate_these_bugs_in_sidebar_js_and_file_viz_js.md,Research: Validate these bugs in sidebar.js and file-viz.js: Bug 1: setViewMode('files') at lines 558-572 does...,3752,0.003752,standard-model-of-code,False,doc,False,0,0,315,1
standard-model-of-code/docs/research/gemini/docs/20260123_085631_review_the_gemini_3_pro_integration_in_this_codeba.md,Research: Review the Gemini 3 Pro integration in this codebase. Check:,5402,0.005402,standard-model-of-code,False,doc,False,0,0,70,1
standard-model-of-code/docs/research/gemini/docs/20260123_091033_you_are_auditing_the_aci__adaptive_context_intelli.md,Research: You are auditing the ACI (Adaptive Context Intelligence) module - the 'curriculum compiler' that pre...,7749,0.007749,standard-model-of-code,False,doc,False,0,0,152,1
standard-model-of-code/docs/research/gemini/docs/20260123_091535_you_are_auditing_the_aci__adaptive_context_intelli.md,Research: You are auditing the ACI (Adaptive Context Intelligence) module - the 'curriculum compiler' that pre...,7819,0.007819,standard-model-of-code,False,doc,False,0,0,397,1
standard-model-of-code/docs/research/gemini/docs/20260123_095300_perform_a_comprehensive_audit_of_the_aci__adaptive.md,Research: Perform a comprehensive audit of the ACI (Adaptive Context Intelligence) implementation. Verify:,6668,0.006668,standard-model-of-code,False,doc,False,0,0,387,1
standard-model-of-code/docs/research/gemini/docs/20260123_104315_verify_the_aci_integration_fixes_in_analyze_py___1.md,Research: Verify the ACI integration fixes in analyze.py:,3235,0.003235,standard-model-of-code,False,doc,False,0,0,320,1
standard-model-of-code/docs/research/gemini/docs/20260123_104415_verify_the_aci_integration_in_analyze_py_is_comple.md,Research: Verify the ACI integration in analyze.py is complete. Check:,3320,0.00332,standard-model-of-code,False,doc,False,0,0,461,1
standard-model-of-code/docs/research/gemini/docs/20260123_104440_validate_the_survey_module_integration_in_collider.md,Research: Validate the survey module integration in Collider. Context:,5113,0.005113,standard-model-of-code,False,doc,False,0,0,139,1
standard-model-of-code/docs/research/gemini/docs/20260123_105039_root_cause_identified_for_missing_files_in_collide.md,Research: ROOT CAUSE IDENTIFIED for missing files in Collider survey:,4968,0.004968,standard-model-of-code,False,doc,False,0,0,123,1
standard-model-of-code/docs/research/gemini/docs/20260123_110350_audit_the_theory_documentation_for_the_standard_mo.md,Research: Audit the theory documentation for the Standard Model of Code. Specifically: 1) What theories are co...,6541,0.006541,standard-model-of-code,False,doc,False,0,0,6,1
standard-model-of-code/docs/research/gemini/docs/20260123_110506_check_the_glossary_yaml_file__does_it_have_entries.md,"Research: Check the GLOSSARY.yaml file. Does it have entries for: 1) abstraction, 2) levels of abstraction, 3)...",3485,0.003485,standard-model-of-code,False,doc,False,0,0,261,1
standard-model-of-code/docs/research/gemini/docs/20260123_111534_final_validation___survey_confidence__after_fixes.md,Research: FINAL VALIDATION - Survey Confidence,4313,0.004313,standard-model-of-code,False,doc,False,0,0,369,1
standard-model-of-code/docs/research/gemini/docs/20260123_112616_cci_validation_and_precision_fetcher.md,CCI Validation & Precision Context Fetcher Architecture,8738,0.008738,standard-model-of-code,False,doc,False,0,0,426,1
standard-model-of-code/docs/research/gemini/docs/20260123_112616_review_the_codome_completeness_index_md_spec_at_st.md,Research: Review the CODOME_COMPLETENESS_INDEX.md spec at standard-model-of-code/docs/specs/CODOME_COMPLETENES...,12130,0.01213,standard-model-of-code,False,doc,False,0,0,195,1
standard-model-of-code/docs/research/gemini/docs/20260123_121932_generate_a_mermaid_diagram_showing_the_full_collid.md,Research: generate a mermaid diagram showing the full collider pipeline from start to output,1702,0.001702,standard-model-of-code,False,doc,False,0,0,547,1
standard-model-of-code/docs/research/gemini/docs/20260123_122901_validate_sprint_002_context_refinery_foundation__c.md,Research: Validate SPRINT-002 Context Refinery Foundation. Check: 1) Are all tasks properly defined? 2) What i...,3882,0.003882,standard-model-of-code,False,doc,False,0,0,493,1
standard-model-of-code/docs/research/gemini/docs/20260123_123051_context__we_have_a_survey_module__stage_0__that_ru.md,Research: CONTEXT: We have a Survey module (Stage 0) that runs before code analysis. Currently it's positioned...,8113,0.008113,standard-model-of-code,False,doc,False,0,0,701,1
standard-model-of-code/docs/research/gemini/docs/20260123_123519_terminology_audit__we_re_about_to_use__topology__i.md,Research: TERMINOLOGY AUDIT: We're about to use 'TOPOLOGY' in the Survey/Codome Definition module to describe ...,5163,0.005163,standard-model-of-code,False,doc,False,0,0,171,1
standard-model-of-code/docs/research/gemini/docs/20260123_124322_generate_a_comprehensive_mermaid_diagram__graph_td.md,Research: Generate a comprehensive Mermaid diagram (graph TD) of the Collider Pipeline architecture. Include a...,4280,0.00428,standard-model-of-code,False,doc,False,0,0,645,1
standard-model-of-code/docs/research/gemini/docs/20260123_124511_test_query_to_verify_default_model_fix.md,Research: Test query to verify default model fix,6358,0.006358,standard-model-of-code,False,doc,False,0,0,688,1
standard-model-of-code/docs/research/gemini/docs/20260123_124748_test_connectivity.md,Research: Test connectivity,3253,0.003253,standard-model-of-code,False,doc,False,0,0,537,1
standard-model-of-code/docs/research/gemini/docs/20260123_130029_topology_as_the_master_concept_for_code_navigatio.md,Research:,6668,0.006668,standard-model-of-code,False,doc,False,0,0,544,1
standard-model-of-code/docs/research/gemini/docs/20260123_132837_what_is_the_purpose_of__log_turn_function.md,Research: What is the purpose of _log_turn function?,1950,0.00195,standard-model-of-code,False,doc,False,0,0,696,1
standard-model-of-code/docs/research/gemini/docs/20260123_133118_should_we_use_markov_chains_for_modeling_the_decis.md,Research: Should we use Markov chains for modeling the decision-making of each pipeline stage in the Collider ...,5920,0.00592,standard-model-of-code,False,doc,False,0,0,373,1
standard-model-of-code/docs/research/gemini/docs/20260123_133435_list_3_key_files_in_the_pipeline.md,Research: List 3 key files in the pipeline,1458,0.001458,standard-model-of-code,False,doc,False,0,0,450,1
standard-model-of-code/docs/research/gemini/docs/20260123_141410_we_have_established_workflow_standards_for_ai_agen.md,Research: We have established workflow standards for AI agents:,7160,0.00716,standard-model-of-code,False,doc,False,0,0,0,1
standard-model-of-code/docs/research/gemini/docs/20260123_142433_explain_how_the_perplexity_tier_currently_works_in.md,Research: Explain how the Perplexity tier currently works in analyze.py. Specifically:,3759,0.003759,standard-model-of-code,False,doc,False,0,0,685,1
standard-model-of-code/docs/research/gemini/docs/20260123_142648_based_on_this_perplexity_research_on_grounding_ext.md,Research: Based on this Perplexity research on grounding external queries:,7731,0.007731,standard-model-of-code,False,doc,False,0,0,437,1
standard-model-of-code/docs/research/gemini/docs/20260123_143025_explain_the_architecture_of_the_newly_created_regi.md,Research: Explain the architecture of the newly created RegistryOfRegistries and WorkflowRegistry,4129,0.004129,standard-model-of-code,False,doc,False,0,0,281,1
standard-model-of-code/docs/research/gemini/docs/20260123_143146_skeptical_validation_of_node_count_ground_truth.md,Research:,6407,0.006407,standard-model-of-code,False,doc,False,0,0,69,1
standard-model-of-code/docs/research/gemini/docs/20260123_144640_i_m_building_a_code_analysis_tool_called__standard.md,Research: I'm building a code analysis tool called 'Standard Model of Code' (Collider). For distribution strat...,6918,0.006918,standard-model-of-code,False,doc,False,0,0,302,1
standard-model-of-code/docs/research/gemini/docs/20260123_150228_give_me_a_comprehensive_overview_of_everything_in.md,Research: Give me a comprehensive overview of everything in the project - what are the main components and how...,6591,0.006591,standard-model-of-code,False,doc,False,0,0,689,1
standard-model-of-code/docs/research/gemini/docs/20260123_150229_validate_this_open_concerns_md_tracking_document.md,Research: Validate this OPEN_CONCERNS.md tracking document. Is it comprehensive? What's missing? Rate its qual...,5645,0.005645,standard-model-of-code,False,doc,False,0,0,100,1
standard-model-of-code/docs/research/gemini/docs/20260123_150257_validate_this_architectural_proposal_for_project_e.md,Research: VALIDATE THIS ARCHITECTURAL PROPOSAL for PROJECT_elements:,7868,0.007868,standard-model-of-code,False,doc,False,0,0,452,1
standard-model-of-code/docs/research/gemini/docs/20260123_150308_give_me_a_comprehensive_overview_of_everything_in.md,Research: Give me a comprehensive overview of everything in the project - what are the main components and how...,5794,0.005794,standard-model-of-code,False,doc,False,0,0,416,1
standard-model-of-code/docs/research/gemini/docs/20260123_150352_re_validate_this_upgraded_open_concerns_md__rate_i.md,Research: Re-validate this upgraded OPEN_CONCERNS.md. Rate it 1-10. Has it improved? Any remaining gaps?,3826,0.003826,standard-model-of-code,False,doc,False,0,0,161,1
standard-model-of-code/docs/research/gemini/docs/20260123_150720_what_is_the_relationship_between_atoms_and_roles_i.md,Research: What is the relationship between atoms and roles in this project?,5276,0.005276,standard-model-of-code,False,doc,False,0,0,83,1
standard-model-of-code/docs/research/gemini/docs/20260123_151319_audit_the_integration__we_have_codome__code___mult.md,"Research: AUDIT THE INTEGRATION: We have Codome (code), multiple tools (analyze.py, loop.py), multiple configs...",7063,0.007063,standard-model-of-code,False,doc,False,0,0,132,1
standard-model-of-code/docs/research/gemini/docs/20260123_151443_you_have_the_entire_codebase_and_docs__using_the_c.md,Research: You have the ENTIRE codebase and docs. Using the CODOME_MANIFEST.yaml I just created at .agent/CODOM...,14007,0.014007,standard-model-of-code,False,doc,False,0,0,168,1
standard-model-of-code/docs/research/gemini/docs/20260123_152911_validate_this_onboarding_integration_pattern_for_a.md,Research: Validate this onboarding integration pattern for AI agents:,7021,0.007021,standard-model-of-code,False,doc,False,0,0,56,1
standard-model-of-code/docs/research/gemini/docs/20260123_155011_validate_the_implementation_order_for_decision_dec.md,Research: Validate the implementation order for Decision Deck onboarding integration:,4566,0.004566,standard-model-of-code,False,doc,False,0,0,381,1
standard-model-of-code/docs/research/gemini/docs/20260123_160059_validate_this_file_system_visualization_schema_for.md,Research: Validate this file system visualization schema for a code analysis tool:,8821,0.008821,standard-model-of-code,False,doc,False,0,0,271,1
standard-model-of-code/docs/research/gemini/docs/20260123_160759_validate_agent_approach__agent_completed_emergency.md,"Research: VALIDATE AGENT APPROACH: Agent completed emergency triage (archived 695MB .repos_cache to GCS, updat...",5445,0.005445,standard-model-of-code,False,doc,False,0,0,382,1
standard-model-of-code/docs/research/gemini/docs/20260123_162529_what_background_refinement_processes_exist__list_a.md,"Research: What background refinement processes exist? List auto-boost, cloud refinery systems. Are they deploy...",2236,0.002236,standard-model-of-code,False,doc,False,0,0,548,1
standard-model-of-code/docs/research/gemini/docs/20260123_170410_critical_path_to_always_green_continuous_refinemen.md,Research: Critical path to always-green continuous refinement: OPP-061 (fix GEMINI_API_KEY in LaunchAgent plis...,2526,0.002526,standard-model-of-code,False,doc,False,0,0,140,1
standard-model-of-code/docs/research/gemini/docs/20260123_171656_generate_decision_matrix_for_next_actions__options.md,Research: Generate DECISION MATRIX for next actions. Options: (A) OPP-066 Handle Rate Limiting - exponential b...,3388,0.003388,standard-model-of-code,False,doc,False,0,0,389,1
standard-model-of-code/docs/research/gemini/docs/20260123_173848_where_should_i_document_promotion_effort_metrics_f.md,Research: Where should I document PROMOTION EFFORT METRICS for the task refinery system? This includes: averag...,2370,0.00237,standard-model-of-code,False,doc,False,0,0,459,1
standard-model-of-code/docs/research/gemini/docs/20260123_180234_validate_architectural_change__replace_cron_time_b.md,Research: Validate architectural change: Replace cron/time-based daemon triggers with activation-based trigger...,6357,0.006357,standard-model-of-code,False,doc,False,0,0,219,1
standard-model-of-code/docs/research/gemini/docs/20260123_181956_we_are_designing_an_incremental_semantic_indexing.md,Research: We are designing an INCREMENTAL SEMANTIC INDEXING system for codebases. Context from Standard Model ...,1638,0.001638,standard-model-of-code,False,doc,False,0,0,341,1
standard-model-of-code/docs/research/gemini/docs/20260123_182808_proposal_for_semantic_boundary_detection_system.md,Research: PROPOSAL FOR SEMANTIC BOUNDARY DETECTION SYSTEM:,8452,0.008452,standard-model-of-code,False,doc,False,0,0,379,1
standard-model-of-code/docs/research/gemini/docs/20260123_182851_list_the_stages.md,Research: list the stages,3665,0.003665,standard-model-of-code,False,doc,False,0,0,301,1
standard-model-of-code/docs/research/gemini/docs/20260123_183029_revised_proposal___state_of_the_art_for_free___lay.md,Research: REVISED PROPOSAL - STATE OF THE ART FOR FREE:,8981,0.008981,standard-model-of-code,False,doc,False,0,0,357,1
standard-model-of-code/docs/research/gemini/docs/20260123_183147_summarize_the_roadmap.md,Research: summarize the roadmap,3818,0.003818,standard-model-of-code,False,doc,False,0,0,554,1
standard-model-of-code/docs/research/gemini/docs/20260123_185503_validate_this_architecture___state_of_the_art_for.md,Research: VALIDATE THIS ARCHITECTURE - STATE OF THE ART FOR FREE:,8492,0.008492,standard-model-of-code,False,doc,False,0,0,298,1
standard-model-of-code/docs/research/gemini/docs/20260123_203602_where_should_documentation_for_the_background_ai_d.md,"Research: Where should documentation for the Background AI Data Processing Layer (BARE, AEP, HSL, Refinery, Ce...",4597,0.004597,standard-model-of-code,False,doc,False,0,0,356,1
standard-model-of-code/docs/research/gemini/docs/20260123_205301_i_have_a_philosophical_framework_document__purpose.md,Research: I have a philosophical framework document (PURPOSE_ONTOLOGY.md) with the following token distributio...,6997,0.006997,standard-model-of-code,False,doc,False,0,0,181,1
standard-model-of-code/docs/research/gemini/docs/20260123_212130_i_have_completed_the_purpose_ontology_framework_wh.md,"Research: I have completed the PURPOSE_ONTOLOGY framework which establishes that PURPOSE = f(edges), not f(nod...",10655,0.010655,standard-model-of-code,False,doc,False,0,0,478,1
standard-model-of-code/docs/research/gemini/docs/20260123_214454_review_our_wave_particle_symmetry_implementation_p.md,Research: Review our Wave-Particle Symmetry implementation plan critically. We have:,8494,0.008494,standard-model-of-code,False,doc,False,0,0,155,1
standard-model-of-code/docs/research/gemini/docs/20260123_220614_what_is_the_cloud_run_configuration__is_it_a_job_o.md,Research: What is the Cloud Run configuration? Is it a Job or Service? What are the known constraints?,2141,0.002141,standard-model-of-code,False,doc,False,0,0,639,1
standard-model-of-code/docs/research/gemini/docs/20260123_231652_what_data_do_we_have_on_the_table_when_designing_c.md,Research: What data do we have on the table when designing Collider for the Standard Model of Code? List all c...,4373,0.004373,standard-model-of-code,False,doc,False,0,0,101,1
standard-model-of-code/docs/research/gemini/docs/20260123_234525_we_are_closing_tasks_from_the_registry__validate_t.md,Research: We are closing tasks from the registry. Validate this approach:,6399,0.006399,standard-model-of-code,False,doc,False,0,0,80,1
standard-model-of-code/docs/research/gemini/docs/20260123_gemini_long_context_blueprint.md,Gemini Long Context Blueprint,6607,0.006607,standard-model-of-code,False,doc,False,0,0,693,1
standard-model-of-code/docs/research/gemini/docs/20260124_031030_you_are_helping_craft_a_research_query_for_perplex.md,Research: You are helping craft a research query for Perplexity about the HISTORY of software analysis.,5692,0.005692,standard-model-of-code,False,doc,False,0,0,604,1
standard-model-of-code/docs/research/gemini/docs/20260124_033823_design_a_refinery_module_for_context_atomization.md,"Research: Design a REFINERY module for context atomization. Requirements: 1) Input: Large files (code, markdow...",12593,0.012593,standard-model-of-code,False,doc,False,0,0,543,1
standard-model-of-code/docs/research/gemini/docs/20260124_034038_task_validation_request__you_are_reviewing_a_task.md,Research: TASK VALIDATION REQUEST,12796,0.012796,standard-model-of-code,False,doc,False,0,0,41,1
standard-model-of-code/docs/research/gemini/docs/20260124_034713_validate_this_refinery_implementation_for_context.md,Research: Validate this REFINERY implementation for context atomization. Review the design: 1) PythonChunker s...,6349,0.006349,standard-model-of-code,False,doc,False,0,0,501,1
standard-model-of-code/docs/research/gemini/docs/20260124_041404_what_is_the_single_highest_impact_action_i_should.md,Research: What is the single highest-impact action I should take next? Options: 1) Add vector embeddings to RE...,4319,0.004319,standard-model-of-code,False,doc,False,0,0,581,1
standard-model-of-code/docs/research/gemini/docs/20260124_130940_circuit_breaker_coverage_gap_analysis___we_have_a.md,Research: CIRCUIT BREAKER COVERAGE GAP ANALYSIS:,8736,0.008736,standard-model-of-code,False,doc,False,0,0,374,1
standard-model-of-code/docs/research/gemini/docs/20260124_132848_upb_algebra_binding_validation_architecture__we_ha.md,Research: UPB ALGEBRA-BINDING VALIDATION ARCHITECTURE,12973,0.012973,standard-model-of-code,False,doc,False,0,0,466,1
standard-model-of-code/docs/research/gemini/docs/20260124_133702_validate_our_health_model_formula_h___t___e___gd.md,Research: Validate our Health Model formula H = T + E + Gd + A against the full Standard Model of Code theory....,7517,0.007517,standard-model-of-code,False,doc,False,0,0,603,1
standard-model-of-code/docs/research/gemini/docs/20260124_134629_design_request__upb_integration_layer_____context.md,Research: DESIGN REQUEST: UPB Integration Layer,9004,0.009004,standard-model-of-code,False,doc,False,0,0,711,1
standard-model-of-code/docs/research/gemini/docs/20260124_135120_architectural_validation__is_upb_the_right_abstrac.md,Research: ARCHITECTURAL VALIDATION: Is UPB the Right Abstraction?,7239,0.007239,standard-model-of-code,False,doc,False,0,0,21,1
standard-model-of-code/docs/research/gemini/docs/20260124_145842_create_a_decision_matrix_for_ai_assisted_developme.md,Research: Create a decision matrix for AI-assisted development commit hygiene tools. We have 300+ uncommitted ...,6812,0.006812,standard-model-of-code,False,doc,False,0,0,448,1
standard-model-of-code/docs/research/gemini/docs/20260124_150320_compatibility_analysis_for_commit_hygiene_solution.md,Research: COMPATIBILITY ANALYSIS for commit hygiene solution.,5254,0.005254,standard-model-of-code,False,doc,False,0,0,704,1
standard-model-of-code/docs/research/gemini/docs/20260124_150427_compatibility_analysis_for_commit_hygiene_solution.md,Research: COMPATIBILITY ANALYSIS for commit hygiene solution.,4098,0.004098,standard-model-of-code,False,doc,False,0,0,506,1
standard-model-of-code/docs/research/gemini/docs/20260124_150513_compatibility_analysis_for_commit_hygiene_solution.md,Research: COMPATIBILITY ANALYSIS for commit hygiene solution.,3513,0.003513,standard-model-of-code,False,doc,False,0,0,183,1
standard-model-of-code/docs/research/gemini/docs/20260124_150635_compatibility_analysis_for_commit_hygiene_solution.md,Research: COMPATIBILITY ANALYSIS for commit hygiene solution.,3521,0.003521,standard-model-of-code,False,doc,False,0,0,690,1
standard-model-of-code/docs/research/gemini/docs/20260124_150652_compatibility_analysis_for_commit_hygiene_solution.md,Research: COMPATIBILITY ANALYSIS for commit hygiene solution.,5042,0.005042,standard-model-of-code,False,doc,False,0,0,700,1
standard-model-of-code/docs/research/gemini/docs/20260124_153248_architectural_decision_request__property_query_in.md,Research:,8017,0.008017,standard-model-of-code,False,doc,False,0,0,454,1
standard-model-of-code/docs/research/gemini/docs/20260124_153414_decision_validation_request__option_a_vs_option_b.md,Research:,8319,0.008319,standard-model-of-code,False,doc,False,0,0,25,1
standard-model-of-code/docs/research/gemini/docs/20260124_154033_validation_request__commit_hygiene_integration__we.md,Research: VALIDATION REQUEST: Commit Hygiene Integration,3977,0.003977,standard-model-of-code,False,doc,False,0,0,68,1
standard-model-of-code/docs/research/gemini/docs/20260124_154059_cross_validation__check_if_claude_md_has_the_pre_c.md,Research: CROSS-VALIDATION: Check if CLAUDE.md has the pre-commit setup command in Commands table.,2103,0.002103,standard-model-of-code,False,doc,False,0,0,577,1
standard-model-of-code/docs/research/gemini/docs/20260124_154248_ci_enforcement_gap_analysis__questions__1__does_th.md,Research: CI ENFORCEMENT GAP ANALYSIS,4405,0.004405,standard-model-of-code,False,doc,False,0,0,334,1
standard-model-of-code/docs/research/gemini/docs/20260124_154320_ci_enforcement_decision__context__this_is_a_solo_d.md,Research: CI ENFORCEMENT DECISION,2492,0.002492,standard-model-of-code,False,doc,False,0,0,278,1
standard-model-of-code/docs/research/gemini/docs/20260124_161636_analyze_the_relationship_between_edge_system_js_an.md,Research: Analyze the relationship between edge-system.js and color-engine.js in src/core/viz/assets/modules. ...,4209,0.004209,standard-model-of-code,False,doc,False,0,0,86,1
standard-model-of-code/docs/research/gemini/docs/20260124_162228_oklch_integration_audit_request_____context_we_ha.md,Research:,9937,0.009937,standard-model-of-code,False,doc,False,0,0,658,1
standard-model-of-code/docs/research/gemini/docs/20260124_163603_validation_request__oklch_integration_audit_____p.md,Research:,7483,0.007483,standard-model-of-code,False,doc,False,0,0,360,1
standard-model-of-code/docs/research/gemini/docs/20260124_174810_validate_this_visualization_data_circuit_implement.md,Research: Validate this visualization data circuit implementation:,4555,0.004555,standard-model-of-code,False,doc,False,0,0,234,1
standard-model-of-code/docs/research/gemini/docs/20260124_180632_how_do_i_use_this_tool__analyze_py__effectively__s.md,Research: How do I use this tool (analyze.py) effectively? Specifically:,6949,0.006949,standard-model-of-code,False,doc,False,0,0,359,1
standard-model-of-code/docs/research/gemini/docs/20260124_180803_duplication_audit_of_research_infrastructure___com.md,Research: DUPLICATION AUDIT of research infrastructure.,7938,0.007938,standard-model-of-code,False,doc,False,0,0,573,1
standard-model-of-code/docs/research/gemini/docs/20260124_181428_architectural_coherence_check___we_have_three_rese.md,Research: ARCHITECTURAL COHERENCE CHECK.,5685,0.005685,standard-model-of-code,False,doc,False,0,0,321,1
standard-model-of-code/docs/research/gemini/docs/20260124_182046_design_an__ever_was__always_been__architecture___w.md,"Research: DESIGN AN 'EVER WAS, ALWAYS BEEN' ARCHITECTURE.",9466,0.009466,standard-model-of-code,False,doc,False,0,0,207,1
standard-model-of-code/docs/research/gemini/docs/20260124_182518_comprehensive_system_map_of_project_elements___gen.md,Research: COMPREHENSIVE SYSTEM MAP of PROJECT_elements.,11724,0.011724,standard-model-of-code,False,doc,False,0,0,125,1
standard-model-of-code/docs/research/gemini/docs/20260124_190107_project_state_assessment_after_laboratory_bridge_i.md,Research: PROJECT STATE ASSESSMENT after Laboratory Bridge implementation.,6341,0.006341,standard-model-of-code,False,doc,False,0,0,567,1
standard-model-of-code/docs/research/gemini/docs/20260124_190441_verify_the_laboratory_bridge_implementation__check.md,Research: Verify the Laboratory Bridge implementation. Check laboratory.py and laboratory_bridge.py. Does this...,7840,0.00784,standard-model-of-code,False,doc,False,0,0,523,1
